type,expansion,name,id,cost,effect,keywords
Relic,AE,Niestabilny Pryzmat,UnstablePrism,3,"
      <p>
      Dwukrotnie zagraj kartę Klejnotu z ręki, a następnie zniszcz ją.
        <span class=""or"">ALBO</span>
        Otrzymujesz 2 <span class=""aether"">&AElig;</span>.
      </p>
        ",[]
Gem,AE,Przyćmiony Szafir,CloudedSapphire,6,"
      <p>
      Otrzymujesz 3 <span class=""aether"">&AElig;</span>.<br/>
      Jeżeli zagrałeś Przyćmiony Szafir po raz PIERWSZY w tej turze, dowolny sojusznik otrzymuje 1 Ładunek.
      </p>
      ",[]
Relic,AE,Amulet Maga,MagesTalisman,5,"
      <p>
        Otrzymujesz 1 Ładunek.<br/>
        Dowolny sojusznik otrzymuje 1 Ładunek.
      </p>
        ",[]
Relic,AE,Zakrzywiony Sztylet,FlexingDagger,2,"
      <p>
        Podczas tej tury, następne twoje wzmocnienie lub otwarcie Bramy kosztuje o 3 
        <span class=""aether"">&AElig;</span> mniej.
        <span class=""or"">ALBO</span>
        Zniszcz tę kartę. Zadaj 1 obrażenie.
      </p>
        ",[]
Spell,AE,Pnącze Magmy,LavaTendril,4,"
      <p>
        Gdy przygotowane: na końcu swojej fazy aktywacji zadaj 1 obrażenie.<br/>
        <b>Aktywacja:</b> Zadaj 3 obrażenia.
        </p>
        ",[]
Relic,AE,Wir w Butelce,BottledVortex,3,"
      <p>
        Zniszcz tę kartę.<br/>
        Zniszcz do dwóch kart ze swojej ręki lub stosu kart odrzuconych.<br/>
        Dobierz kartę.
      </p>
        ",[]
Spell,AE,Nieprzeniknione Ogniwo,ArcaneNexus,7,"
      <p>
      Gdy przygotowane: raz na turę, w swojej fazie głównej możesz wziąć z powrotem na rękę zagraną w tej turze kartę Klejnotu.<br/>
        <b>Aktywacja:</b> Zadaj 4 obrażenia.
        </p>
      ",[]
Spell,AE,Mroczny Płomień,DarkFire,5,"
        <p>
        <b>Aktywacja:</b> Odrzuć do dwóch kart z ręki.<br/>
        Zadaj po 3 obrażenia za każdą odrzuconą kartę.
        </p>
        ",[]
Spell,AE,Płomień Feniksa,PhoenixFlame,3,"
        <p>
          <b>Aktywacja:</b> Zadaj 2 obrażenia.<br/>
          Możesz odrzucić 1 Ładunek, aby zadać dodatkowe 2 obrażenia.
        </p>
      ",[]
Gem,AE,Jadeit,Jade,2,"
      <p>
        Otrzymujesz 2 <span class=""aether"">&AElig;</span>.
      </p>
        ",[]
Spell,AE,Poszerzone widzenie,AmplifyVision,4,"
      <p>
      <b>Aktywacja:</b> Wzmocnij swoją zamkniętą Bramę o najniższym koszcie wzmocnienia.<br/>
      Zadaj 2 obrażenia.<br/>
      Jeżeli wszystkie twoje Bramy są otwarte, zadaj dodatkowo 1 obrażenie.
        </p>
      ",[]
Gem,AE,Bursztyn Vriswood,VriswoodAmber,3,"
      <p>
        Gdy pozyskujesz tę kartę, możesz ją umieścić na wierzchu swojej talii.<br/>
        Otrzymujesz 2 <span class=""aether"">&AElig;</span>.
      </p>
        ",[]
Relic,AE,Kostur Spustoszenia,BlastingStaff,4,"
      <p>
        Możesz aktywować Zaklęcie, które przygotowałeś podczas tej tury. W takim przypadku, to Zaklęcie zadaje dodatkowe 2 obrażenia.
      </p>
        ",[]
Gem,AE,Perła Poławiacza,SiftersPearl,3,"
      <p>
      Otrzymujesz 2 <span class=""aether"">&AElig;</span>.<br/>
      Każdy gracz odkrywa wierzchnią kartę swojej talii. Może ją odrzucić lub odłożyć na wierzch talii.
      </p>
      ",[]
Spell,AE,Ognisty Bicz,WildfireWhip,6,"
      <p>
      Gdy przygotowane: możesz podczas fazy głównej swojej tury wydać 2 <span class=""aether"">&AElig;</span>, 
      aby aktywować przygotowane Zaklęcie dowolnego gracza.<br/>
        <b>Aktywacja:</b> Zadaj 4 obrażenia.
        </p>
      ",[]
Relic,AE,Kula Wzmocnienia,FocusingOrb,4,"
      <p>
        Wzmocnij Bramę dowolnego gracza.
        <span class=""or"">ALBO</span>
        Zniszcz tę kartę. Gravehold otrzymuje 3 żywotności.
      </p>
        ",[]
Spell,AE,Mistrz Zapomnienia,OblivionSwell,5,"
      <p>
      Gdy przygotowane: raz na turę, w swojej fazie głównej możesz otrzymać 1 
      <span class=""aether"">&AElig;</span>.<br/>
      <b>Aktywacja:</b> Zadaj 2 obrażenia.<br/>
      Możesz odrzucić Klejnot, aby zadać dodatkowe obrażenia równe jego kosztowi.
        </p>
      ",[]
