type,expansion,name,id,cost,effect,keywords
Spell,LOG,Evaporating Ray,EvaporatingRay,4,"
      <p>
        <b>Cast:</b> Deal 3 damage.<br/>
        Any ally may discard a card in hand that costs 2 <span class=""aether"">&AElig;</span>
        or more. If they do, this deals an additional 2 damage.
      </p>
    ",[]
Spell,LOG,Galvanize,Galvanize,4,"
      <p>
        While prepped, once during your main phase, you may <b>Conjure</b>.<br/>
        <b>Cast:</b> Deal 2 damage.
      </p>
    ","[""conjure""]"
Spell,LOG,Magnetic Burst,MagneticBurst,4,"
      <p>
        <b>Cast:</b> Deal 3 damage.<br/>
        You may reveal the top two cards of you deck and place any number
        of those cards on top of your discard pile.
      </p>
    ",[]
Spell,LOG,Backfire,Backfire,5,"
      <p>
        <b>Cast:</b> Deal 4 damage.<br/>
        You may lose 1 charge to return this to your hand.
      </p>
    ",[]
Spell,LOG,Cascade,Cascade,5,"
      <p>
        <b>Cast:</b> Deal 3 damage.<br/>
        You may return a card that costs 4 <span class=""aether"">&AElig;</span> or less
        from your discard pile to your hand.
      </p>
    ",[]
Spell,LOG,Crystal Carapace,CrystalCarapace,6,"
      <p>
        <b>Cast:</b> Deal 4 damage.<br/><br/>
        When another card or effect would cause you to discard or destroy this,
        you may return this to your hand. If it was prepped, you may prep it.
        <i>(Ignore this effect while this card is in the supply.)</i>
      </p>
    ",[]
Spell,LOG,Flame Quake,FlameQuake,6,"
      <p>
        <b>Cast:</b> Deal 5 damage.<br/><br/>
        <b>Recall:</b> Lose 2 charges to remove a fire token from your location on the map.
      </p>
    ","[""recall"",""fire token""]"
Spell,LOG,Parallel Self,Parallel Self,6,"
      <p>
        <b>Cast:</b> Deal 5 damage.<br/><br/>
        <b>Recall:</b> Spend 2 <span class=""aether"">&AElig;</span> to deal 2 damage.
      </p>
    ","[""recall""]"
Spell,LOG,Temporal Strike,TemporalStrike,6,"
      <p>
        While prepped, when you cast a spell that costs 2 <span class=""aether"">&AElig;</span>
        or less, it deals 1 additional damage and you may return it to your hand.<br/>
        <b>Cast:</b> Deal 4 damage.
      </p>
    ",[]
Spell,LOG,Paradigm Flux,ParadigmFlux,7,"
      <p>
        <b>Cast:</b> Remove up to 2 shield tokens from minions.<br/>
        Deal 5 damage.
      </p>
    ",[]
Spell,LOG,Entwined Tremor,Entwined Tremor,8,"
      <p>
        <b>Cast:</b> Deal 6 damage.<br/>
        If there is a spell that costs 5 <span class=""aether"">&AElig;</span> or more
        prepped to an adjacent breach, this deals 2 additional damage.<br/>
        If there is a spell that costs 4 <span class=""aether"">&AElig;</span> or less
        prepped to an adjacent breach, gain 1 charge.
      </p>
    ",[]
Spell,LOG,Volcanic Shrapnel,VolcanicShrapnel,8,"
      <p>
        <b>Cast:</b> Deal 1 damage. Deal 1 damage. Deal 1 damage.<br/>
        You may return to your hand up to two card from your discard pile
        that cost 0 <span class=""aether"">&AElig;</span>.
      </p>
    ",[]
